Nombre de pièces,2010,%,2015,%,2021,%,code_insee,Ville
3 pièces,4 352,"29,7",4 433,"30,3",4 517,"29,1",94052,nogent-sur-marne
4 pièces,2 725,"18,6",2 741,"18,8",2 867,"18,5",94052,nogent-sur-marne
5 pièces ou plus,2 194,"15,0",2 186,"15,0",2 442,"15,8",94052,nogent-sur-marne
Ensemble,8 360,"100,0",8 806,"100,0",9 702,"100,0",94054,orly
1 pièce,417,"5,0",392,"4,4",700,"7,2",94054,orly
2 pièces,1 440,"17,2",1 645,"18,7",2 093,"21,6",94054,orly
3 pièces,3 084,"36,9",3 109,"35,3",3 293,"33,9",94054,orly
4 pièces,2 088,"25,0",2 359,"26,8",2 265,"23,3",94054,orly
5 pièces ou plus,1 330,"15,9",1 300,"14,8",1 351,"13,9",94054,orly
Ensemble,14 404,"100,0",14 976,"100,0",15 359,"100,0",94058,le-perreux-sur-marne
1 pièce,1 173,"8,1",1 275,"8,5",1 378,"9,0",94058,le-perreux-sur-marne
2 pièces,3 282,"22,8",3 314,"22,1",3 594,"23,4",94058,le-perreux-sur-marne
3 pièces,3 946,"27,4",4 061,"27,1",4 055,"26,4",94058,le-perreux-sur-marne
4 pièces,2 934,"20,4",2 954,"19,7",2 910,"18,9",94058,le-perreux-sur-marne
5 pièces ou plus,3 070,"21,3",3 373,"22,5",3 422,"22,3",94058,le-perreux-sur-marne
Ensemble,7 878,"100,0",8 074,"100,0",8 485,"100,0",94059,le-plessis-trevise
1 pièce,770,"9,8",556,"6,9",441,"5,2",94059,le-plessis-trevise
2 pièces,1 011,"12,8",1 161,"14,4",1 360,"16,0",94059,le-plessis-trevise
3 pièces,2 101,"26,7",2 279,"28,2",2 650,"31,2",94059,le-plessis-trevise
4 pièces,1 930,"24,5",1 967,"24,4",1 872,"22,1",94059,le-plessis-trevise
5 pièces ou plus,2 065,"26,2",2 112,"26,2",2 163,"25,5",94059,le-plessis-trevise
Ensemble,10 399,"100,0",10 381,"100,0",10 367,"100,0",94067,saint-mande
1 pièce,1 354,"13,0",1 494,"14,4",1 580,"15,2",94067,saint-mande
2 pièces,2 574,"24,8",2 685,"25,9",2 667,"25,7",94067,saint-mande
3 pièces,3 099,"29,8",2 887,"27,8",2 943,"28,4",94067,saint-mande
4 pièces,1 922,"18,5",1 899,"18,3",1 806,"17,4",94067,saint-mande
5 pièces ou plus,1 450,"13,9",1 416,"13,6",1 370,"13,2",94067,saint-mande
Ensemble,33 823,"100,0",33 724,"100,0",35 049,"100,0",94068,saint-maur-des-fosses
1 pièce,3 837,"11,3",3 840,"11,4",4 157,"11,9",94068,saint-maur-des-fosses
2 pièces,6 928,"20,5",7 218,"21,4",7 305,"20,8",94068,saint-maur-des-fosses
3 pièces,8 676,"25,6",8 596,"25,5",9 150,"26,1",94068,saint-maur-des-fosses
4 pièces,5 808,"17,2",5 737,"17,0",5 655,"16,1",94068,saint-maur-des-fosses
5 pièces ou plus,8 574,"25,4",8 334,"24,7",8 782,"25,1",94068,saint-maur-des-fosses
Ensemble,10 002,"100,0",10 497,"100,0",11 240,"100,0",94071,sucy-en-brie
1 pièce,382,"3,8",401,"3,8",395,"3,5",94071,sucy-en-brie
2 pièces,803,"8,0",1 039,"9,9",1 303,"11,6",94071,sucy-en-brie
3 pièces,2 568,"25,7",2 611,"24,9",2 658,"23,6",94071,sucy-en-brie
4 pièces,2 498,"25,0",2 395,"22,8",2 633,"23,4",94071,sucy-en-brie
5 pièces ou plus,3 751,"37,5",4 050,"38,6",4 251,"37,8",94071,sucy-en-brie
Ensemble,11 763,"100,0",12 095,"100,0",13 461,"100,0",94073,thiais
1 pièce,932,"7,9",1 001,"8,3",1 330,"9,9",94073,thiais
2 pièces,2 167,"18,4",2 279,"18,8",2 654,"19,7",94073,thiais
3 pièces,3 007,"25,6",3 534,"29,2",3 803,"28,2",94073,thiais
4 pièces,3 379,"28,7",2 890,"23,9",3 281,"24,4",94073,thiais
5 pièces ou plus,2 278,"19,4",2 391,"19,8",2 393,"17,8",94073,thiais
Ensemble,23 121,"100,0",23 708,"100,0",25 590,"100,0",94076,villejuif
1 pièce,2 395,"10,4",2 416,"10,2",3 459,"13,5",94076,villejuif
2 pièces,5 322,"23,0",5 007,"21,1",5 554,"21,7",94076,villejuif
3 pièces,7 613,"32,9",8 035,"33,9",8 420,"32,9",94076,villejuif
4 pièces,5 174,"22,4",5 382,"22,7",5 206,"20,3",94076,villejuif
5 pièces ou plus,2 616,"11,3",2 867,"12,1",2 951,"11,5",94076,villejuif
Ensemble,7 377,"100,0",7 935,"100,0",8 422,"100,0",94077,villeneuve-le-roi
1 pièce,469,"6,4",479,"6,0",430,"5,1",94077,villeneuve-le-roi
2 pièces,1 209,"16,4",1 278,"16,1",1 247,"14,8",94077,villeneuve-le-roi
3 pièces,1 828,"24,8",1 944,"24,5",2 293,"27,2",94077,villeneuve-le-roi
4 pièces,1 960,"26,6",2 224,"28,0",2 257,"26,8",94077,villeneuve-le-roi
5 pièces ou plus,1 911,"25,9",2 009,"25,3",2 195,"26,1",94077,villeneuve-le-roi
Ensemble,12 003,"100,0",12 319,"100,0",12 763,"100,0",94078,villeneuve-saint-georges
1 pièce,898,"7,5",1 357,"11,0",1 421,"11,1",94078,villeneuve-saint-georges
2 pièces,2 404,"20,0",2 635,"21,4",2 752,"21,6",94078,villeneuve-saint-georges
3 pièces,3 771,"31,4",3 681,"29,9",3 655,"28,6",94078,villeneuve-saint-georges
4 pièces,3 069,"25,6",2 854,"23,2",2 901,"22,7",94078,villeneuve-saint-georges
5 pièces ou plus,1 860,"15,5",1 793,"14,6",2 035,"15,9",94078,villeneuve-saint-georges
Ensemble,10 306,"100,0",11 298,"100,0",13 247,"100,0",94079,villiers-sur-marne
1 pièce,748,"7,3",894,"7,9",1 785,"13,5",94079,villiers-sur-marne
2 pièces,1 232,"12,0",1 522,"13,5",2 152,"16,2",94079,villiers-sur-marne
3 pièces,2 882,"28,0",3 599,"31,9",3 659,"27,6",94079,villiers-sur-marne
4 pièces,2 837,"27,5",2 842,"25,2",2 880,"21,7",94079,villiers-sur-marne
5 pièces ou plus,2 607,"25,3",2 441,"21,6",2 771,"20,9",94079,villiers-sur-marne
Ensemble,24 419,"100,0",24 913,"100,0",24 770,"100,0",94080,vincennes
1 pièce,3 793,"15,5",4 062,"16,3",4 171,"16,8",94080,vincennes
2 pièces,7 874,"32,2",7 796,"31,3",7 777,"31,4",94080,vincennes
3 pièces,6 776,"27,7",7 155,"28,7",6 846,"27,6",94080,vincennes
4 pièces,3 663,"15,0",3 554,"14,3",3 606,"14,6",94080,vincennes
5 pièces ou plus,2 314,"9,5",2 345,"9,4",2 370,"9,6",94080,vincennes
Ensemble,33 599,"100,0",36 377,"100,0",38 523,"100,0",94081,vitry-sur-seine
1 pièce,2 419,"7,2",2 448,"6,7",2 796,"7,3",94081,vitry-sur-seine
2 pièces,6 376,"19,0",6 864,"18,9",7 448,"19,3",94081,vitry-sur-seine
3 pièces,10 926,"32,5",12 107,"33,3",13 167,"34,2",94081,vitry-sur-seine
4 pièces,9 424,"28,0",10 141,"27,9",10 218,"26,5",94081,vitry-sur-seine
5 pièces ou plus,4 455,"13,3",4 818,"13,2",4 894,"12,7",94081,vitry-sur-seine
Ensemble,39 338,"100,0",41 916,"100,0",42 958,"100,0",95018,argenteuil
1 pièce,3 148,"8,0",3 578,"8,5",4 180,"9,7",95018,argenteuil
2 pièces,6 293,"16,0",7 602,"18,1",7 987,"18,6",95018,argenteuil
3 pièces,12 874,"32,7",13 306,"31,7",13 771,"32,1",95018,argenteuil
4 pièces,10 309,"26,2",10 380,"24,8",9 782,"22,8",95018,argenteuil
5 pièces ou plus,6 714,"17,1",7 049,"16,8",7 238,"16,8",95018,argenteuil
Ensemble,10 508,"100,0",11 092,"100,0",12 768,"100,0",95063,bezons
1 pièce,654,"6,2",618,"5,6",907,"7,1",95063,bezons
2 pièces,1 533,"14,6",2 102,"19,0",2 487,"19,5",95063,bezons
3 pièces,3 757,"35,8",3 747,"33,8",4 311,"33,8",95063,bezons
4 pièces,2 863,"27,3",2 973,"26,8",3 199,"25,1",95063,bezons
5 pièces ou plus,1 701,"16,2",1 652,"14,9",1 863,"14,6",95063,bezons
Ensemble,22 913,"100,0",24 903,"100,0",27 352,"100,0",95127,cergy
1 pièce,3 433,"15,0",3 901,"15,7",4 556,"16,7",95127,cergy
2 pièces,4 288,"18,7",4 202,"16,9",4 917,"18,0",95127,cergy
3 pièces,6 017,"26,3",6 756,"27,1",7 272,"26,6",95127,cergy
4 pièces,4 993,"21,8",5 235,"21,0",5 977,"21,9",95127,cergy
5 pièces ou plus,4 182,"18,3",4 809,"19,3",4 631,"16,9",95127,cergy
Ensemble,8 775,"100,0",9 291,"100,0",10 607,"100,0",95176,cormeilles-en-parisis
1 pièce,448,"5,1",688,"7,4",679,"6,4",95176,cormeilles-en-parisis
2 pièces,1 134,"12,9",1 482,"16,0",1 851,"17,5",95176,cormeilles-en-parisis
3 pièces,1 828,"20,8",1 746,"18,8",2 150,"20,3",95176,cormeilles-en-parisis
4 pièces,2 061,"23,5",2 033,"21,9",2 333,"22,0",95176,cormeilles-en-parisis
5 pièces ou plus,3 304,"37,6",3 342,"36,0",3 593,"33,9",95176,cormeilles-en-parisis
Ensemble,8 991,"100,0",9 112,"100,0",9 775,"100,0",95197,deuil-la-barre
1 pièce,605,"6,7",560,"6,1",802,"8,2",95197,deuil-la-barre
2 pièces,1 267,"14,1",1 351,"14,8",1 645,"16,8",95197,deuil-la-barre
3 pièces,2 500,"27,8",2 560,"28,1",2 893,"29,6",95197,deuil-la-barre
4 pièces,2 387,"26,5",2 320,"25,5",2 037,"20,8",95197,deuil-la-barre
5 pièces ou plus,2 233,"24,8",2 320,"25,5",2 398,"24,5",95197,deuil-la-barre
Ensemble,9 735,"100,0",9 875,"100,0",10 492,"100,0",95203,eaubonne
1 pièce,298,"3,1",234,"2,4",418,"4,0",95203,eaubonne
2 pièces,969,"10,0",1 108,"11,2",1 367,"13,0",95203,eaubonne
3 pièces,2 824,"29,0",2 806,"28,4",2 978,"28,4",95203,eaubonne
4 pièces,2 946,"30,3",2 813,"28,5",2 859,"27,3",95203,eaubonne
5 pièces ou plus,2 697,"27,7",2 915,"29,5",2 870,"27,4",95203,eaubonne
Ensemble,11 238,"100,0",12 144,"100,0",12 481,"100,0",95219,ermont
1 pièce,499,"4,4",670,"5,5",651,"5,2",95219,ermont
2 pièces,1 210,"10,8",1 748,"14,4",1 850,"14,8",95219,ermont
3 pièces,3 393,"30,2",3 654,"30,1",3 797,"30,4",95219,ermont
4 pièces,3 433,"30,5",3 373,"27,8",3 483,"27,9",95219,ermont
5 pièces ou plus,2 703,"24,1",2 701,"22,2",2 700,"21,6",95219,ermont
Ensemble,13 858,"100,0",14 495,"100,0",15 928,"100,0",95252,franconville
1 pièce,810,"5,8",859,"5,9",802,"5,0",95252,franconville
2 pièces,2 049,"14,8",2 421,"16,7",2 672,"16,8",95252,franconville
3 pièces,4 317,"31,2",4 261,"29,4",5 413,"34,0",95252,franconville
4 pièces,3 932,"28,4",3 796,"26,2",3 954,"24,8",95252,franconville
5 pièces ou plus,2 749,"19,8",3 158,"21,8",3 087,"19,4",95252,franconville
Ensemble,12 666,"100,0",13 341,"100,0",14 037,"100,0",95268,garges-les-gonesse
1 pièce,780,"6,2",704,"5,3",1 045,"7,4",95268,garges-les-gonesse
2 pièces,1 713,"13,5",2 339,"17,5",2 245,"16,0",95268,garges-les-gonesse
3 pièces,4 117,"32,5",4 527,"33,9",4 781,"34,1",95268,garges-les-gonesse
4 pièces,4 198,"33,1",3 761,"28,2",4 022,"28,7",95268,garges-les-gonesse
5 pièces ou plus,1 859,"14,7",2 010,"15,1",1 945,"13,9",95268,garges-les-gonesse
Ensemble,8 982,"100,0",9 208,"100,0",9 679,"100,0",95277,gonesse
1 pièce,514,"5,7",622,"6,8",778,"8,0",95277,gonesse
2 pièces,1 184,"13,2",1 399,"15,2",1 704,"17,6",95277,gonesse
3 pièces,2 363,"26,3",2 156,"23,4",2 530,"26,1",95277,gonesse
4 pièces,2 711,"30,2",2 760,"30,0",2 531,"26,2",95277,gonesse
5 pièces ou plus,2 211,"24,6",2 271,"24,7",2 136,"22,1",95277,gonesse
Ensemble,9 876,"100,0",10 145,"100,0",10 261,"100,0",95280,goussainville
1 pièce,307,"3,1",763,"7,5",714,"7,0",95280,goussainville
2 pièces,1 188,"12,0",988,"9,7",1 213,"11,8",95280,goussainville
3 pièces,2 640,"26,7",2 718,"26,8",2 565,"25,0",95280,goussainville
4 pièces,2 880,"29,2",2 736,"27,0",2 907,"28,3",95280,goussainville
5 pièces ou plus,2 860,"29,0",2 940,"29,0",2 863,"27,9",95280,goussainville
Ensemble,9 827,"100,0",10 397,"100,0",11 966,"100,0",95306,herblay-sur-seine
1 pièce,362,"3,7",429,"4,1",587,"4,9",95306,herblay-sur-seine
2 pièces,1 088,"11,1",1 254,"12,1",1 622,"13,6",95306,herblay-sur-seine
3 pièces,1 907,"19,4",1 926,"18,5",2 469,"20,6",95306,herblay-sur-seine
4 pièces,2 609,"26,5",2 568,"24,7",2 815,"23,5",95306,herblay-sur-seine
5 pièces ou plus,3 862,"39,3",4 220,"40,6",4 473,"37,4",95306,herblay-sur-seine
Ensemble,6 554,"100,0",7 083,"100,0",7 742,"100,0",95424,montigny-les-cormeilles
1 pièce,146,"2,2",198,"2,8",182,"2,4",95424,montigny-les-cormeilles
2 pièces,747,"11,4",824,"11,6",951,"12,3",95424,montigny-les-cormeilles
3 pièces,1 807,"27,6",1 901,"26,8",2 115,"27,3",95424,montigny-les-cormeilles
4 pièces,1 987,"30,3",2 168,"30,6",2 345,"30,3",95424,montigny-les-cormeilles
5 pièces ou plus,1 868,"28,5",1 994,"28,1",2 149,"27,8",95424,montigny-les-cormeilles
Ensemble,8 874,"100,0",8 805,"100,0",9 108,"100,0",95428,montmorency
1 pièce,679,"7,7",646,"7,3",706,"7,7",95428,montmorency
2 pièces,1 192,"13,4",1 122,"12,7",1 271,"14,0",95428,montmorency
3 pièces,2 239,"25,2",2 264,"25,7",2 380,"26,1",95428,montmorency
4 pièces,2 039,"23,0",2 225,"25,3",2 187,"24,0",95428,montmorency
5 pièces ou plus,2 724,"30,7",2 548,"28,9",2 565,"28,2",95428,montmorency
Ensemble,12 255,"100,0",12 711,"100,0",13 502,"100,0",95500,pontoise
1 pièce,1 284,"10,5",1 382,"10,9",1 828,"13,5",95500,pontoise
2 pièces,1 909,"15,6",2 348,"18,5",2 194,"16,2",95500,pontoise
3 pièces,3 352,"27,3",3 454,"27,2",3 758,"27,8",95500,pontoise
4 pièces,3 139,"25,6",3 005,"23,6",3 102,"23,0",95500,pontoise
5 pièces ou plus,2 572,"21,0",2 522,"19,8",2 620,"19,4",95500,pontoise
Ensemble,8 662,"100,0",8 820,"100,0",9 022,"100,0",95555,saint-gratien
1 pièce,978,"11,3",879,"10,0",1 064,"11,8",95555,saint-gratien
2 pièces,1 353,"15,6",1 459,"16,5",1 321,"14,6",95555,saint-gratien
3 pièces,2 019,"23,3",2 128,"24,1",2 544,"28,2",95555,saint-gratien
4 pièces,2 530,"29,2",2 606,"29,5",2 286,"25,3",95555,saint-gratien
5 pièces ou plus,1 782,"20,6",1 748,"19,8",1 807,"20,0",95555,saint-gratien
Ensemble,8 620,"100,0",9 144,"100,0",10 148,"100,0",95572,saint-ouen-l-aumone
1 pièce,365,"4,2",465,"5,1",918,"9,0",95572,saint-ouen-l-aumone
2 pièces,1 313,"15,2",1 567,"17,1",1 809,"17,8",95572,saint-ouen-l-aumone
3 pièces,2 369,"27,5",2 558,"28,0",2 923,"28,8",95572,saint-ouen-l-aumone
4 pièces,2 451,"28,4",2 483,"27,2",2 430,"23,9",95572,saint-ouen-l-aumone
5 pièces ou plus,2 123,"24,6",2 071,"22,7",2 069,"20,4",95572,saint-ouen-l-aumone
Ensemble,10 310,"100,0",10 407,"100,0",10 962,"100,0",95582,sannois
1 pièce,625,"6,1",590,"5,7",798,"7,3",95582,sannois
2 pièces,1 390,"13,5",1 477,"14,2",1 712,"15,6",95582,sannois
3 pièces,3 060,"29,7",3 261,"31,3",3 154,"28,8",95582,sannois
4 pièces,3 075,"29,8",2 782,"26,7",2 983,"27,2",95582,sannois
5 pièces ou plus,2 159,"20,9",2 297,"22,1",2 315,"21,1",95582,sannois
Ensemble,18 447,"100,0",18 249,"100,0",19 820,"100,0",95585,sarcelles
1 pièce,507,"2,7",338,"1,8",841,"4,2",95585,sarcelles
2 pièces,1 376,"7,5",1 475,"8,1",1 954,"9,9",95585,sarcelles
3 pièces,6 162,"33,4",6 499,"35,6",6 529,"32,9",95585,sarcelles
4 pièces,6 729,"36,5",6 344,"34,8",6 769,"34,2",95585,sarcelles
5 pièces ou plus,3 673,"19,9",3 593,"19,7",3 727,"18,8",95585,sarcelles
Ensemble,10 129,"100,0",10 265,"100,0",10 703,"100,0",95607,taverny
1 pièce,468,"4,6",462,"4,5",517,"4,8",95607,taverny
2 pièces,943,"9,3",994,"9,7",1 154,"10,8",95607,taverny
3 pièces,2 471,"24,4",2 493,"24,3",2 604,"24,3",95607,taverny
4 pièces,3 256,"32,1",3 160,"30,8",3 159,"29,5",95607,taverny
5 pièces ou plus,2 991,"29,5",3 156,"30,7",3 270,"30,5",95607,taverny
Ensemble,9 245,"100,0",9 345,"100,0",9 886,"100,0",95680,villiers-le-bel
1 pièce,554,"6,0",417,"4,5",493,"5,0",95680,villiers-le-bel
2 pièces,1 334,"14,4",1 423,"15,2",1 639,"16,6",95680,villiers-le-bel
3 pièces,2 787,"30,1",3 179,"34,0",3 399,"34,4",95680,villiers-le-bel
4 pièces,2 857,"30,9",2 627,"28,1",2 588,"26,2",95680,villiers-le-bel
5 pièces ou plus,1 714,"18,5",1 698,"18,2",1 767,"17,9",95680,villiers-le-bel
Ensemble,24 026,"100,0",24 300,"100,0",24 721,"100,0",97101,les-abymes
1 pièce,758,"3,2",599,"2,5",702,"2,8",97101,les-abymes
2 pièces,2 496,"10,4",2 354,"9,7",2 438,"9,9",97101,les-abymes
3 pièces,8 320,"34,6",7 748,"31,9",8 837,"35,7",97101,les-abymes
4 pièces,8 304,"34,6",8 488,"34,9",8 223,"33,3",97101,les-abymes
5 pièces ou plus,4 149,"17,3",5 111,"21,0",4 521,"18,3",97101,les-abymes
Ensemble,11 630,"100,0",12 650,"100,0",13 301,"100,0",97103,baie-mahault
1 pièce,241,"2,1",230,"1,8",272,"2,0",97103,baie-mahault
2 pièces,881,"7,6",831,"6,6",966,"7,3",97103,baie-mahault
3 pièces,3 566,"30,7",3 668,"29,0",4 356,"32,7",97103,baie-mahault
4 pièces,4 512,"38,8",4 701,"37,2",4 767,"35,8",97103,baie-mahault
5 pièces ou plus,2 430,"20,9",3 220,"25,5",2 941,"22,1",97103,baie-mahault
Ensemble,11 498,"100,0",12 144,"100,0",12 890,"100,0",97113,le-gosier
1 pièce,294,"2,6",225,"1,8",370,"2,9",97113,le-gosier
2 pièces,1 570,"13,7",1 311,"10,8",1 616,"12,5",97113,le-gosier
3 pièces,3 755,"32,7",3 492,"28,8",3 882,"30,1",97113,le-gosier
4 pièces,3 461,"30,1",4 028,"33,2",4 274,"33,2",97113,le-gosier
5 pièces ou plus,2 418,"21,0",3 089,"25,4",2 747,"21,3",97113,le-gosier
Ensemble,8 680,"100,0",9 308,"100,0",10 118,"100,0",97117,le-moule
1 pièce,118,"1,4",179,"1,9",215,"2,1",97117,le-moule
2 pièces,711,"8,2",658,"7,1",820,"8,1",97117,le-moule
3 pièces,2 340,"27,0",2 789,"30,0",3 005,"29,7",97117,le-moule
4 pièces,3 602,"41,5",3 582,"38,5",4 122,"40,7",97117,le-moule
5 pièces ou plus,1 909,"22,0",2 100,"22,6",1 957,"19,3",97117,le-moule
Ensemble,9 242,"100,0",10 081,"100,0",10 745,"100,0",97118,petit-bourg
1 pièce,118,"1,3",117,"1,2",80,"0,7",97118,petit-bourg
2 pièces,743,"8,0",858,"8,5",794,"7,4",97118,petit-bourg
3 pièces,2 544,"27,5",2 814,"27,9",3 380,"31,5",97118,petit-bourg
4 pièces,3 462,"37,5",3 894,"38,6",3 848,"35,8",97118,petit-bourg
5 pièces ou plus,2 375,"25,7",2 398,"23,8",2 643,"24,6",97118,petit-bourg
Ensemble,9 688,"100,0",10 591,"100,0",11 293,"100,0",97128,sainte-anne
1 pièce,357,"3,7",423,"4,0",243,"2,2",97128,sainte-anne
2 pièces,791,"8,2",942,"8,9",1 081,"9,6",97128,sainte-anne
3 pièces,2 525,"26,1",2 747,"25,9",3 036,"26,9",97128,sainte-anne
4 pièces,3 555,"36,7",3 913,"36,9",4 278,"37,9",97128,sainte-anne
5 pièces ou plus,2 460,"25,4",2 567,"24,2",2 656,"23,5",97128,sainte-anne
Ensemble,38 366,"100,0",38 240,"100,0",37 243,"100,0",97209,fort-de-france
1 pièce,1 990,"5,2",1 583,"4,1",1 459,"3,9",97209,fort-de-france
2 pièces,5 802,"15,1",5 770,"15,1",5 982,"16,1",97209,fort-de-france
3 pièces,12 251,"31,9",12 454,"32,6",11 858,"31,8",97209,fort-de-france
4 pièces,12 835,"33,5",12 238,"32,0",11 545,"31,0",97209,fort-de-france
5 pièces ou plus,5 487,"14,3",6 195,"16,2",6 399,"17,2",97209,fort-de-france
Ensemble,15 707,"100,0",17 341,"100,0",18 536,"100,0",97213,le-lamentin
1 pièce,295,"1,9",314,"1,8",318,"1,7",97213,le-lamentin
2 pièces,1 834,"11,7",2 169,"12,5",2 659,"14,3",97213,le-lamentin
3 pièces,5 114,"32,6",5 934,"34,2",6 406,"34,6",97213,le-lamentin
4 pièces,5 860,"37,3",6 865,"39,6",6 478,"34,9",97213,le-lamentin
5 pièces ou plus,2 604,"16,6",2 058,"11,9",2 676,"14,4",97213,le-lamentin
Ensemble,9 213,"100,0",9 575,"100,0",9 581,"100,0",97222,le-robert
1 pièce,150,"1,6",162,"1,7",146,"1,5",97222,le-robert
2 pièces,809,"8,8",776,"8,1",874,"9,1",97222,le-robert
3 pièces,2 800,"30,4",3 103,"32,4",3 068,"32,0",97222,le-robert
4 pièces,4 217,"45,8",4 311,"45,0",4 250,"44,4",97222,le-robert
5 pièces ou plus,1 238,"13,4",1 223,"12,8",1 242,"13,0",97222,le-robert
Ensemble,19 314,"100,0",21 515,"100,0",24 679,"100,0",97302,cayenne
1 pièce,1 580,"8,2",2 122,"9,9",3 287,"13,3",97302,cayenne
2 pièces,3 853,"19,9",4 708,"21,9",6 433,"26,1",97302,cayenne
3 pièces,6 216,"32,2",6 440,"29,9",7 362,"29,8",97302,cayenne
4 pièces,4 924,"25,5",5 389,"25,0",5 086,"20,6",97302,cayenne
5 pièces ou plus,2 741,"14,2",2 856,"13,3",2 512,"10,2",97302,cayenne
Ensemble,7 223,"100,0",7 584,"100,0",7 681,"100,0",97304,kourou
1 pièce,441,"6,1",628,"8,3",556,"7,2",97304,kourou
2 pièces,997,"13,8",1 068,"14,1",1 025,"13,3",97304,kourou
3 pièces,1 901,"26,3",1 849,"24,4",1 837,"23,9",97304,kourou
4 pièces,2 306,"31,9",2 489,"32,8",2 494,"32,5",97304,kourou
5 pièces ou plus,1 578,"21,8",1 550,"20,4",1 768,"23,0",97304,kourou
Ensemble,8 462,"100,0",10 096,"100,0",11 357,"100,0",97307,matoury
1 pièce,541,"6,4",456,"4,5",548,"4,8",97307,matoury
2 pièces,1 369,"16,2",1 520,"15,1",1 666,"14,7",97307,matoury
3 pièces,2 052,"24,2",2 779,"27,5",3 120,"27,5",97307,matoury
4 pièces,2 899,"34,3",3 323,"32,9",3 773,"33,2",97307,matoury
5 pièces ou plus,1 602,"18,9",2 018,"20,0",2 250,"19,8",97307,matoury
Ensemble,6 376,"100,0",8 455,"100,0",10 139,"100,0",97309,remire-montjoly
1 pièce,291,"4,6",397,"4,7",709,"7,0",97309,remire-montjoly
2 pièces,663,"10,4",1 197,"14,2",1 703,"16,8",97309,remire-montjoly
3 pièces,1 376,"21,6",1 949,"23,1",2 316,"22,8",97309,remire-montjoly
4 pièces,2 488,"39,0",3 135,"37,1",3 436,"33,9",97309,remire-montjoly
5 pièces ou plus,1 559,"24,4",1 775,"21,0",1 975,"19,5",97309,remire-montjoly
Ensemble,8 083,"100,0",9 385,"100,0",11 606,"100,0",97311,saint-laurent-du-maroni
1 pièce,418,"5,2",319,"3,4",715,"6,2",97311,saint-laurent-du-maroni
2 pièces,1 423,"17,6",1 547,"16,5",2 179,"18,8",97311,saint-laurent-du-maroni
3 pièces,2 083,"25,8",2 695,"28,7",3 319,"28,6",97311,saint-laurent-du-maroni
4 pièces,2 331,"28,8",2 833,"30,2",3 182,"27,4",97311,saint-laurent-du-maroni
5 pièces ou plus,1 829,"22,6",1 991,"21,2",2 209,"19,0",97311,saint-laurent-du-maroni
Ensemble,12 203,"100,0",12 077,"100,0",12 544,"100,0",97407,le-port
1 pièce,422,"3,5",472,"3,9",527,"4,2",97407,le-port
2 pièces,1 662,"13,6",1 508,"12,5",1 850,"14,7",97407,le-port
3 pièces,4 275,"35,0",3 795,"31,4",3 866,"30,8",97407,le-port
4 pièces,3 726,"30,5",3 679,"30,5",3 755,"29,9",97407,le-port
5 pièces ou plus,2 117,"17,4",2 623,"21,7",2 546,"20,3",97407,le-port
Ensemble,10 455,"100,0",11 754,"100,0",13 830,"100,0",97408,la-possession
1 pièce,393,"3,8",283,"2,4",360,"2,6",97408,la-possession
2 pièces,1 353,"12,9",1 487,"12,7",1 703,"12,3",97408,la-possession
